sgRNA_id gene_id list adjusted_ratio
m48770151 TMEM189 list 0.389133
m48770156 TMEM189 list -0.817893
m48770169 TMEM189 list 1.007666
p48770059 TMEM189 list 0.886336
p48770130 TMEM189 list 0.687493
m675601 TMEM18 list 0.288650
m675609 TMEM18 list -0.302408
m675621 TMEM18 list -0.521462
m677290 TMEM18 list -0.888793
p675570 TMEM18 list -0.250866
p677276 TMEM18 list 0.250753
p677281 TMEM18 list -1.765289
p677292 TMEM18 list -0.641516
p677315 TMEM18 list -1.512289
p677324 TMEM18 list -0.289476
m55888241 TMEM190 list -0.786995
m55888389 TMEM190 list -0.304287
p55888212 TMEM190 list 0.206967
p55888226 TMEM190 list -1.033265
p55888248 TMEM190 list -0.090880
p55888253 TMEM190 list 1.404829
p55888345 TMEM190 list 0.870887
p55888353 TMEM190 list 0.609105
p55888370 TMEM190 list -0.191922
p55888957 TMEM190 list 1.398090
m166024205 TMEM192 list 0.894287
m166033917 TMEM192 list 1.645636
p166024133 TMEM192 list -1.457506
p166024160 TMEM192 list -1.130419
p166024165 TMEM192 list 0.134513
p166024175 TMEM192 list -1.858587
p166024189 TMEM192 list -2.429980
p166024208 TMEM192 list -0.168746
p166024221 TMEM192 list -1.276980
p166024229 TMEM192 list 1.501569
m57472403 TMEM194A list -0.045856
m57472409 TMEM194A list 0.528114
m57472416 TMEM194A list 0.231927
m57472424 TMEM194A list 0.845856
m57472476 TMEM194A list -0.048897
m57472483 TMEM194A list 0.240469
m57472490 TMEM194A list -0.391911
m57472497 TMEM194A list -1.847305
m57472506 TMEM194A list -0.428455
m57472520 TMEM194A list 0.895770
m191390003 TMEM194B list 1.251586
m191390083 TMEM194B list -1.279512
m191399286 TMEM194B list -0.760539
m191399312 TMEM194B list -1.556289
m191399345 TMEM194B list 1.505197
p191383866 TMEM194B list -0.809460
p191383871 TMEM194B list 1.408610
p191383876 TMEM194B list -2.412379
p191399347 TMEM194B list 0.436091
p191399352 TMEM194B list 2.441109
m220409494 TMEM198 list -0.150715
m220409537 TMEM198 list 0.385564
m220409553 TMEM198 list 0.679580
m220409563 TMEM198 list 0.352790
m220409568 TMEM198 list -0.133404
m220412234 TMEM198 list 1.868544
p220409541 TMEM198 list 0.575210
p220409572 TMEM198 list -1.063034
p220409593 TMEM198 list 1.195477
p220412222 TMEM198 list 1.078230
m26684703 TMEM199 list -1.307542
m26684775 TMEM199 list 0.187901
m26684847 TMEM199 list -0.769241
m26684866 TMEM199 list -0.310724
m26684875 TMEM199 list 0.114030
p26684692 TMEM199 list -0.737464
p26684716 TMEM199 list -0.640911
p26684785 TMEM199 list -0.896134
p26684819 TMEM199 list -0.311823
p26684853 TMEM199 list 0.413761
m72080461 TMEM19 list 1.993585
m72080531 TMEM19 list -2.461476
m72080584 TMEM19 list 0.621944
m72090237 TMEM19 list 0.652293
p72080536 TMEM19 list 2.783412
p72080568 TMEM19 list 0.999859
p72083373 TMEM19 list 0.554627
p72083379 TMEM19 list -0.586294
p72083420 TMEM19 list -1.398622
p72090205 TMEM19 list 0.357883
m130761628 TMEM200A list 0.818000
m130761650 TMEM200A list -0.729026
m130761656 TMEM200A list 0.287165
m130761663 TMEM200A list 0.796540
m130761700 TMEM200A list -0.121864
p130761558 TMEM200A list -0.389684
p130761573 TMEM200A list -0.027939
p130761578 TMEM200A list -1.718170
p130761667 TMEM200A list 1.146533
p130761673 TMEM200A list -0.428518
m29448118 TMEM200B list 1.853189
m29448125 TMEM200B list 1.124495
m29448140 TMEM200B list 0.352235
m29448185 TMEM200B list -0.354670
m29448208 TMEM200B list 1.601719
m29448213 TMEM200B list -0.552057
m29448260 TMEM200B list 0.915069
m29448272 TMEM200B list 2.457278
m29448331 TMEM200B list -0.020718
p29448264 TMEM200B list 0.550503
m5892019 TMEM200C list 1.525832
m5892038 TMEM200C list 0.916619
m5892051 TMEM200C list 0.402575
p5891966 TMEM200C list 1.727719
p5891974 TMEM200C list 1.699834
p5891979 TMEM200C list 1.987001
p5892005 TMEM200C list -0.022854
p5892022 TMEM200C list 0.240618
p5892029 TMEM200C list 1.125639
p5892041 TMEM200C list -0.027198
m9648989 TMEM201 list 1.797006
m9649067 TMEM201 list 0.558969
m9649073 TMEM201 list 1.721346
m9649089 TMEM201 list 1.463040
m9655957 TMEM201 list 0.240378
p9648973 TMEM201 list -0.894457
p9649076 TMEM201 list 1.113855
p9655947 TMEM201 list 0.174609
p9655971 TMEM201 list -1.352548
p9655980 TMEM201 list 1.035000
m72690692 TMEM202 list 1.098695
m72690735 TMEM202 list 0.575327
m72690996 TMEM202 list -0.612071
m72691004 TMEM202 list -1.125600
m72691009 TMEM202 list 0.641999
m72691020 TMEM202 list -0.179671
m72691027 TMEM202 list -0.615716
p72690656 TMEM202 list -1.609390
p72691037 TMEM202 list 1.097899
p72691043 TMEM202 list -0.300120
m140099753 TMEM203 list -1.524145
m140099769 TMEM203 list 0.323208
m140099787 TMEM203 list -0.817720
m140099796 TMEM203 list 0.580127
m140099831 TMEM203 list 0.134805
m140099836 TMEM203 list 1.637437
m140099844 TMEM203 list 0.951425
m140099850 TMEM203 list 0.787137
p140099778 TMEM203 list 0.303320
p140099800 TMEM203 list -0.701436
m1584283 TMEM204 list -0.279558
m1584301 TMEM204 list 0.837219
m1584307 TMEM204 list -0.444475
m1584319 TMEM204 list -0.173092
m1584335 TMEM204 list 0.616307
m1584352 TMEM204 list 1.070003
p1584275 TMEM204 list 1.103715
p1584290 TMEM204 list 1.317605
p1584323 TMEM204 list -0.629707
p1584343 TMEM204 list -1.291655
m11456197 TMEM205 list -0.398333
m11456228 TMEM205 list 1.373023
m11456246 TMEM205 list 1.131350
m11456272 TMEM205 list 0.877167
m11456283 TMEM205 list 2.766119
p11456035 TMEM205 list 0.660593
p11456043 TMEM205 list -0.753478
p11456184 TMEM205 list -0.813166
p11456231 TMEM205 list 0.340719
p11456255 TMEM205 list 1.351712
m212583823 TMEM206 list 1.057391
m212583841 TMEM206 list -0.892454
m212583850 TMEM206 list 1.302071
m212583856 TMEM206 list 2.574599
m212588065 TMEM206 list -0.538187
m212588089 TMEM206 list -1.490295
p212588051 TMEM206 list -1.759162
p212588057 TMEM206 list -1.949583
p212588071 TMEM206 list -0.913909
p212588078 TMEM206 list -0.167636
m67261122 TMEM208 list -1.476648
m67261741 TMEM208 list 0.073446
m67262261 TMEM208 list 1.448829
m67262404 TMEM208 list -0.396920
p67261723 TMEM208 list 1.264068
p67261731 TMEM208 list -0.612825
p67261793 TMEM208 list -0.194915
p67261803 TMEM208 list -0.252614
p67262384 TMEM208 list -0.596820
p67262396 TMEM208 list 1.141921
m129843646 TMEM209 list -0.333538
m129843838 TMEM209 list 0.485886
m129843859 TMEM209 list 2.343483
m129843871 TMEM209 list -0.031421
p129842473 TMEM209 list -0.406905
p129842484 TMEM209 list -0.343461
p129843618 TMEM209 list 0.651316
p129843829 TMEM209 list 0.509209
p129843898 TMEM209 list 0.597243
p129843909 TMEM209 list 0.199935
m25331458 TMEM211 list 0.252597
m25331471 TMEM211 list -0.591261
m25334134 TMEM211 list -0.030392
p25331461 TMEM211 list -0.490973
p25331489 TMEM211 list 0.193222
p25331533 TMEM211 list -1.338121
p25331543 TMEM211 list 0.914837
p25334138 TMEM211 list 0.165697
p25334152 TMEM211 list 0.478867
p25334175 TMEM211 list -0.009192
m27255884 TMEM214 list 0.337185
m27255969 TMEM214 list -0.916726
m27256029 TMEM214 list 0.152044
m27256933 TMEM214 list 0.357468
m27256944 TMEM214 list -0.737211
p27255876 TMEM214 list 0.657873
p27255886 TMEM214 list -0.154351
p27255909 TMEM214 list 0.833654
p27255914 TMEM214 list -1.183372
p27255976 TMEM214 list -0.987190
m61161410 TMEM216 list 0.496014
m61165261 TMEM216 list -1.111548
m61165267 TMEM216 list -1.011856
m61165299 TMEM216 list -0.632742
m61165305 TMEM216 list -1.138702
m61165310 TMEM216 list -0.590174
m61165317 TMEM216 list -2.007553
p61161399 TMEM216 list 1.588660
p61165231 TMEM216 list 0.937560
p61165273 TMEM216 list -0.867473
m37186620 TMEM217 list 1.883739
m37186658 TMEM217 list 1.614163
m37186690 TMEM217 list -0.413126
m37186695 TMEM217 list -0.547205
m37186752 TMEM217 list 0.843330
m37186785 TMEM217 list 0.896632
m37186791 TMEM217 list 0.976830
p37186676 TMEM217 list -0.979663
p37186710 TMEM217 list -1.442548
p37186719 TMEM217 list -0.159382
m124967599 TMEM218 list 1.498798
m124972038 TMEM218 list -0.223309
m124972079 TMEM218 list 0.379991
m124972108 TMEM218 list 0.821061
m124972114 TMEM218 list -0.702387
m124972120 TMEM218 list -0.445592
p124967590 TMEM218 list 0.737862
p124971091 TMEM218 list 1.502730
p124971115 TMEM218 list 0.095707
p124972067 TMEM218 list -0.124447
m29974464 TMEM219 list -0.683372
m29974478 TMEM219 list 0.443510
m29974493 TMEM219 list 0.242044
m29974499 TMEM219 list -0.154683
m29974514 TMEM219 list 0.802402
m29974521 TMEM219 list -0.977883
m29974534 TMEM219 list -1.625298
m29974544 TMEM219 list -0.763552
p29974484 TMEM219 list 1.576031
p29974502 TMEM219 list 0.830466
m10632353 TMEM220 list -2.237591
m10633098 TMEM220 list -1.376026
m10633104 TMEM220 list 1.254403
m10633110 TMEM220 list -0.382615
m10633131 TMEM220 list -0.474537
m10633139 TMEM220 list -0.621669
m10633149 TMEM220 list 0.717444
p10632358 TMEM220 list 0.410012
p10633084 TMEM220 list -0.857098
p10633123 TMEM220 list -0.005999
m17559079 TMEM221 list 0.548392
m17559107 TMEM221 list -1.636171
m17559164 TMEM221 list 0.016710
m17559201 TMEM221 list 0.533629
m17559216 TMEM221 list -0.845282
m17559224 TMEM221 list 0.206218
m17559243 TMEM221 list -1.548364
m17559249 TMEM221 list 1.326701
m17559254 TMEM221 list 1.161663
p17559228 TMEM221 list -0.450466
m27648746 TMEM222 list 1.401555
m27648779 TMEM222 list 0.306132
m27648809 TMEM222 list -0.220097
p27648678 TMEM222 list 0.253274
p27648683 TMEM222 list -0.642262
p27648738 TMEM222 list -0.231272
p27648750 TMEM222 list 0.719284
p27648781 TMEM222 list 0.885969
p27648790 TMEM222 list -0.037920
p27648801 TMEM222 list 0.799676
m62559282 TMEM223 list 0.572254
m62559291 TMEM223 list -0.028766
m62559302 TMEM223 list -0.695064
m62559308 TMEM223 list 1.187740
m62559345 TMEM223 list 0.098528
m62559372 TMEM223 list -1.090048
m62559437 TMEM223 list 0.438379
m62559445 TMEM223 list 0.675433
m62559451 TMEM223 list 0.497958
p62559318 TMEM223 list -0.542578
m123755961 TMEM225 list -0.701655
m123756035 TMEM225 list 1.110598
m123756103 TMEM225 list 0.938032
p123755947 TMEM225 list 0.914909
p123755965 TMEM225 list 0.811218
p123755972 TMEM225 list 0.214478
p123755982 TMEM225 list -0.491493
p123756024 TMEM225 list -0.661781
p123756051 TMEM225 list 0.726655
p123756057 TMEM225 list 0.298768
m75589970 TMEM231 list 0.359906
m75589978 TMEM231 list 1.468901
m75589986 TMEM231 list -0.688163
m75590057 TMEM231 list -1.892336
m75590079 TMEM231 list 0.526224
p75589960 TMEM231 list 0.890953
p75589996 TMEM231 list 1.152133
p75590007 TMEM231 list 0.724366
p75590017 TMEM231 list -0.726521
p75590023 TMEM231 list 0.438071
m109976607 TMEM232 list 0.874260
m109976621 TMEM232 list 0.890021
m109976640 TMEM232 list 1.746552
m109977995 TMEM232 list 1.546317
m110002944 TMEM232 list 0.110456
p109976626 TMEM232 list -1.386388
p109976654 TMEM232 list -0.366162
p110002973 TMEM232 list -1.065047
p110003006 TMEM232 list 0.959600
p110003021 TMEM232 list 1.283309
m120031670 TMEM233 list 0.117506
m120031676 TMEM233 list -0.280518
m120031707 TMEM233 list 2.727185
m120031714 TMEM233 list 1.436538
m120031735 TMEM233 list 0.053879
m120031755 TMEM233 list 0.336454
m120031766 TMEM233 list -0.357965
m120031806 TMEM233 list 1.111431
p120031688 TMEM233 list -0.372673
p120031718 TMEM233 list 0.096667
m32687546 TMEM234 list 1.326846
m32687556 TMEM234 list 0.484906
m32687583 TMEM234 list -0.304805
m32687595 TMEM234 list 0.085802
m32687604 TMEM234 list -0.685548
m32687610 TMEM234 list -0.794833
m32687910 TMEM234 list 0.664566
p32687520 TMEM234 list 0.621645
p32687527 TMEM234 list -0.009189
p32687902 TMEM234 list 1.730625
m76228104 TMEM235 list 1.046111
m76228111 TMEM235 list 1.291498
m76228135 TMEM235 list -0.816341
m76228141 TMEM235 list 0.206285
m76228174 TMEM235 list 0.818985
m76228186 TMEM235 list -0.049607
p76228148 TMEM235 list -0.963041
p76228157 TMEM235 list 1.473653
p76228190 TMEM235 list -0.364084
p76228200 TMEM235 list -0.292329
m202498067 TMEM237 list -0.743167
m202501515 TMEM237 list 0.692724
m202501556 TMEM237 list -0.620604
m202501567 TMEM237 list 1.214270
m202501574 TMEM237 list 0.531339
m202501592 TMEM237 list 0.459698
m202505617 TMEM237 list -0.413868
p202501523 TMEM237 list 1.580971
p202501540 TMEM237 list -1.122425
p202505621 TMEM237 list 0.979265
m1475069 TMEM240 list -1.339176
m1475100 TMEM240 list 0.603620
m1475136 TMEM240 list -0.260390
m1475154 TMEM240 list 0.357564
m1475688 TMEM240 list 0.428542
p1475103 TMEM240 list -2.025786
p1475109 TMEM240 list 0.601597
p1475146 TMEM240 list -1.750661
p1475699 TMEM240 list 1.434303
p1475706 TMEM240 list 0.145746
m21001332 TMEM241 list -0.042877
m21001356 TMEM241 list -1.441459
m21001361 TMEM241 list 0.874060
m21001390 TMEM241 list 0.719876
m21010596 TMEM241 list 0.573873
m21017746 TMEM241 list -0.487003
m21017793 TMEM241 list -0.793926
m21017804 TMEM241 list -0.340186
p21001347 TMEM241 list 1.087823
p21010588 TMEM241 list -2.446797
m157743794 TMEM242 list 1.025353
m157744478 TMEM242 list -0.670250
m157744485 TMEM242 list 0.012009
m157744492 TMEM242 list -0.542558
m157744500 TMEM242 list 1.149503
m157744507 TMEM242 list 0.142195
p157743731 TMEM242 list 1.160182
p157743796 TMEM242 list 0.500528
p157743804 TMEM242 list -1.567698
p157744431 TMEM242 list -1.551305
m86828350 TMEM243 list -0.469460
m86848759 TMEM243 list 0.860366
m86848793 TMEM243 list 1.396754
m86848801 TMEM243 list 1.071213
p86827293 TMEM243 list 0.490227
p86828313 TMEM243 list 1.151212
p86848726 TMEM243 list 0.138499
p86848765 TMEM243 list -0.402369
p86848774 TMEM243 list -1.822288
p86848780 TMEM243 list -0.476461
m111882022 TMEM245 list -0.431839
m111882039 TMEM245 list 1.750289
m111882094 TMEM245 list 0.064153
m111882143 TMEM245 list -1.338836
m111882154 TMEM245 list -1.351977
m111882179 TMEM245 list 1.261918
m111882185 TMEM245 list -0.717899
p111882025 TMEM245 list 0.906077
p111882055 TMEM245 list 0.510608
p111882166 TMEM245 list -0.401236
m104239262 TMEM246 list 1.382490
m104239280 TMEM246 list 0.127452
m104239316 TMEM246 list 0.906742
m104239335 TMEM246 list 0.030785
p104239232 TMEM246 list 1.168826
p104239265 TMEM246 list 0.492725
p104239319 TMEM246 list 0.275395
p104239326 TMEM246 list -0.392811
p104239338 TMEM246 list -1.068245
p104239355 TMEM246 list -0.254878
m46706790 TMEM247 list -0.595925
m46706802 TMEM247 list -0.785452
m46706812 TMEM247 list 0.564647
m46707542 TMEM247 list -0.479831
m46707556 TMEM247 list 1.797153
m46707564 TMEM247 list 1.412505
p46706719 TMEM247 list -1.112463
p46706729 TMEM247 list 0.230776
p46706737 TMEM247 list 0.990061
p46706819 TMEM247 list -0.030980
m66406871 TMEM248 list -0.619978
m66406881 TMEM248 list 0.405827
m66406910 TMEM248 list 1.239375
m66406940 TMEM248 list -0.495008
m66406956 TMEM248 list 0.491493
m66406998 TMEM248 list -0.543496
m66410026 TMEM248 list 0.041077
p66406920 TMEM248 list -0.962732
p66406942 TMEM248 list 1.404555
p66409976 TMEM248 list 0.653597
m145578367 TMEM249 list -0.336321
m145578410 TMEM249 list -0.481211
m145578415 TMEM249 list -0.817762
m145578420 TMEM249 list 0.796777
p145578370 TMEM249 list 0.683942
p145578376 TMEM249 list 0.088979
p145578381 TMEM249 list -0.319065
p145578388 TMEM249 list -0.313833
p145578393 TMEM249 list -0.412895
p145578401 TMEM249 list -0.962608
m93651762 TMEM251 list 0.527022
m93652795 TMEM251 list 1.065753
m93652877 TMEM251 list -0.507742
m93652928 TMEM251 list 0.621301
p93652622 TMEM251 list -1.166105
p93652627 TMEM251 list 0.575395
p93652632 TMEM251 list 0.957101
p93652637 TMEM251 list -0.457306
p93652739 TMEM251 list -0.546369
p93652916 TMEM251 list 0.737142
m71155537 TMEM252 list -0.968034
m71155563 TMEM252 list 0.971635
m71155584 TMEM252 list -1.121091
m71155620 TMEM252 list -0.058179
m71155662 TMEM252 list 1.625997
m71155683 TMEM252 list 2.628084
m71155716 TMEM252 list 1.184771
p71155516 TMEM252 list 0.860486
p71155591 TMEM252 list 0.672316
p71155666 TMEM252 list -0.094642
m81841653 TMEM254 list 0.737868
m81841687 TMEM254 list -1.093972
m81841914 TMEM254 list 0.175665
m81841938 TMEM254 list -0.394380
m81841947 TMEM254 list -1.896250
p81841588 TMEM254 list -0.639915
p81841617 TMEM254 list 1.716971
p81841677 TMEM254 list 0.735008
p81841893 TMEM254 list 1.598128
p81841906 TMEM254 list -0.036929
m119438332 TMEM255A list 1.368820
m119445108 TMEM255A list 0.169566
m119445140 TMEM255A list -2.238281
p119438284 TMEM255A list 0.342725
p119438296 TMEM255A list 0.181497
p119445095 TMEM255A list 0.218282
p119445100 TMEM255A list 0.522329
p119445113 TMEM255A list -0.286172
p119445130 TMEM255A list -0.177272
p119445143 TMEM255A list 1.692788
m114469165 TMEM255B list 0.066521
m114469180 TMEM255B list 0.847793
p114462232 TMEM255B list 0.560210
p114462239 TMEM255B list 0.063428
p114469081 TMEM255B list -0.387459
p114469099 TMEM255B list -0.150126
p114469106 TMEM255B list -1.223244
p114469146 TMEM255B list 2.020386
p114469151 TMEM255B list -0.336997
p114469169 TMEM255B list -0.283067
m7307351 TMEM256 list 0.783789
m7307371 TMEM256 list -0.285038
m7307397 TMEM256 list 0.118467
p7306974 TMEM256 list -0.037017
p7306981 TMEM256 list 1.632030
p7307325 TMEM256 list -0.751647
p7307337 TMEM256 list -0.324010
p7307343 TMEM256 list 0.371695
p7307354 TMEM256 list 2.145290
p7307376 TMEM256 list -0.451646
m61557331 TMEM258 list -1.132149
m61557388 TMEM258 list -0.209667
m61557975 TMEM258 list 0.424793
m61558067 TMEM258 list 0.886896
p61557322 TMEM258 list 0.609613
p61557374 TMEM258 list 0.271346
p61557954 TMEM258 list 0.060760
p61558021 TMEM258 list -0.380218
p61558026 TMEM258 list 0.006601
p61558041 TMEM258 list -0.444177
m1020824 TMEM259 list 0.288020
m1020966 TMEM259 list 0.511472
m1020982 TMEM259 list 0.646282
p1020778 TMEM259 list -0.732336
p1020785 TMEM259 list 0.535697
p1020792 TMEM259 list 0.474575
p1020809 TMEM259 list -0.024934
p1020838 TMEM259 list -1.698301
p1020847 TMEM259 list -0.570904
p1020865 TMEM259 list -0.749403
m118402536 TMEM25 list -0.256199
m118402541 TMEM25 list -0.254954
m118402548 TMEM25 list -0.150535
m118402566 TMEM25 list -0.221344
m118402574 TMEM25 list -0.761293
m118403630 TMEM25 list -1.404138
m118403649 TMEM25 list -0.733225
p118402510 TMEM25 list 0.493347
p118403633 TMEM25 list -0.112201
p118403656 TMEM25 list 0.426330
m57046712 TMEM260 list 0.455036
m57046735 TMEM260 list 0.659825
m57046744 TMEM260 list -1.014149
m57051736 TMEM260 list 0.551732
m57052485 TMEM260 list 0.245820
m57052490 TMEM260 list 1.979818
p57046718 TMEM260 list 0.960371
p57051726 TMEM260 list 0.341521
p57052472 TMEM260 list 0.237603
p57052492 TMEM260 list 0.885254
m63212745 TMEM26 list -0.761206
m63212773 TMEM26 list -0.091263
m63212778 TMEM26 list 1.880691
m63212811 TMEM26 list -0.715487
m63212829 TMEM26 list 1.755348
m63212834 TMEM26 list 1.213041
p63212734 TMEM26 list 1.717716
p63212785 TMEM26 list -0.607671
p63212790 TMEM26 list -0.514570
p63212799 TMEM26 list 1.024747
m15677184 TMEM27 list 0.376478
m15682472 TMEM27 list 0.485052
m15682842 TMEM27 list -1.983416
m15682892 TMEM27 list 1.101935
p15663123 TMEM27 list 0.482844
p15677134 TMEM27 list 0.167507
p15677175 TMEM27 list -0.989220
p15677188 TMEM27 list 0.142026
p15677197 TMEM27 list -1.215984
p15682844 TMEM27 list 0.991267
m74365198 TMEM2 list -0.466863
m74365203 TMEM2 list -0.764446
m74365215 TMEM2 list 1.502194
m74365236 TMEM2 list 0.514102
m74365270 TMEM2 list 0.636108
p74365146 TMEM2 list 0.077037
p74365152 TMEM2 list -1.464287
p74365182 TMEM2 list 0.924894
p74365221 TMEM2 list -1.202110
p74365228 TMEM2 list 0.649568
m75994234 TMEM30A list -1.262542
m75994246 TMEM30A list -0.065932
m75994263 TMEM30A list -0.692101
m75994315 TMEM30A list -0.920272
m75994323 TMEM30A list 0.403959
m75994332 TMEM30A list -1.200790
p75994217 TMEM30A list -1.319616
p75994237 TMEM30A list -0.479451
p75994250 TMEM30A list 0.811607
p75994267 TMEM30A list 2.158136
m61747735 TMEM30B list -0.759732
m61747740 TMEM30B list 0.037315
m61747843 TMEM30B list -0.243622
m61747849 TMEM30B list -0.115076
p61747748 TMEM30B list 0.435483
p61747761 TMEM30B list 0.720127
p61747769 TMEM30B list 0.944376
p61747796 TMEM30B list 0.653140
p61747805 TMEM30B list 2.610246
p61747810 TMEM30B list 0.826533
m102967231 TMEM31 list 1.386626
m102967249 TMEM31 list 0.676511
m102967275 TMEM31 list 0.782878
m102968599 TMEM31 list 1.838607
m102968609 TMEM31 list 0.020205
m102968704 TMEM31 list 1.825676
p102967266 TMEM31 list -1.053273
p102968624 TMEM31 list 1.128737
p102968636 TMEM31 list 1.094026
p102968694 TMEM31 list 0.713589
m41940634 TMEM33 list 2.949304
m41940705 TMEM33 list 0.326971
m41941239 TMEM33 list -0.047519
m41941268 TMEM33 list 1.816249
m41941297 TMEM33 list 0.586168
m41941305 TMEM33 list -0.216330
p41940620 TMEM33 list -0.610072
p41940626 TMEM33 list 1.315718
p41940690 TMEM33 list 1.861557
p41941256 TMEM33 list 1.675921
m100334003 TMEM35 list 0.623890
m100334010 TMEM35 list -1.145916
m100334025 TMEM35 list -0.969493
m100334081 TMEM35 list -0.475901
m100334100 TMEM35 list 1.581819
m100349653 TMEM35 list -0.955987
p100334017 TMEM35 list -1.041483
p100334089 TMEM35 list -1.489331
p100349638 TMEM35 list -0.721640
p100349645 TMEM35 list 0.351365
m120189489 TMEM37 list 0.701684
m120194495 TMEM37 list -0.747406
m120194516 TMEM37 list 0.350813
m120194523 TMEM37 list -0.885565
m120194528 TMEM37 list -1.150562
p120189470 TMEM37 list -0.071930
p120189478 TMEM37 list 2.542562
p120194457 TMEM37 list 2.111533
p120194465 TMEM37 list 0.743457
p120194501 TMEM37 list -0.220039
m16772029 TMEM38A list 0.355174
m16772054 TMEM38A list -1.450476
m16772097 TMEM38A list 0.332338
m16772108 TMEM38A list 0.444697
m16772128 TMEM38A list 0.123916
p16772021 TMEM38A list -2.315738
p16772033 TMEM38A list -0.313159
p16772042 TMEM38A list 1.543358
p16772059 TMEM38A list -1.601442
p16772130 TMEM38A list 0.665475
m108456975 TMEM38B list 0.329752
m108456981 TMEM38B list 1.198261
m108467961 TMEM38B list -0.594060
p108456933 TMEM38B list -0.221619
p108456943 TMEM38B list 1.676389
p108456949 TMEM38B list 0.426908
p108457012 TMEM38B list 0.952249
p108457030 TMEM38B list -0.448929
p108467869 TMEM38B list -0.486250
p108467874 TMEM38B list 0.478106
m119180810 TMEM39A list 1.379838
m119180823 TMEM39A list 1.601814
m119180829 TMEM39A list -1.493589
m119180835 TMEM39A list -0.318701
m119180841 TMEM39A list 1.520464
m119180847 TMEM39A list -0.327389
m119180905 TMEM39A list 1.129352
m119180913 TMEM39A list 0.841855
p119180857 TMEM39A list 1.307316
p119180877 TMEM39A list 0.855494
m32540568 TMEM39B list 0.358910
m32540595 TMEM39B list 0.677402
m32540644 TMEM39B list 1.950268
m32540659 TMEM39B list -1.418188
m32540671 TMEM39B list 1.110724
p32540551 TMEM39B list 0.582232
p32540585 TMEM39B list 0.435994
p32540630 TMEM39B list -0.089465
p32541192 TMEM39B list -0.634925
p32541198 TMEM39B list 0.027960
m12790254 TMEM40 list -0.023345
m12790262 TMEM40 list -3.559213
m12791300 TMEM40 list 0.125382
p12790145 TMEM40 list -0.041363
p12790219 TMEM40 list 0.798775
p12791261 TMEM40 list 0.453134
p12791281 TMEM40 list 0.086692
p12791286 TMEM40 list 1.063542
p12791292 TMEM40 list -3.381805
p12791310 TMEM40 list 0.928026
m185216636 TMEM41A list 0.643659
m185216643 TMEM41A list 1.137059
m185216714 TMEM41A list 0.804550
m185216735 TMEM41A list -1.296881
p185216649 TMEM41A list 1.269052
p185216677 TMEM41A list 2.433498
p185216683 TMEM41A list 1.207596
p185216692 TMEM41A list 1.309556
p185216706 TMEM41A list 1.818794
p185216720 TMEM41A list 1.681857
m9316914 TMEM41B list -0.277009
m9321200 TMEM41B list -0.148814
m9335869 TMEM41B list -0.164668
m9335954 TMEM41B list 1.496778
m9335980 TMEM41B list -0.717367
p9321121 TMEM41B list -1.003377
p9321219 TMEM41B list -1.992898
p9335852 TMEM41B list 1.238616
p9335946 TMEM41B list -1.225188
p9335967 TMEM41B list 0.625265
m44903450 TMEM42 list 2.326436
m44903456 TMEM42 list -0.650488
m44903479 TMEM42 list -0.270308
m44903490 TMEM42 list 0.990822
p44903405 TMEM42 list -0.241400
p44903410 TMEM42 list -1.335646
p44903481 TMEM42 list 0.918997
p44903495 TMEM42 list -1.409906
p44903533 TMEM42 list 1.246817
p44903542 TMEM42 list 0.085188
m14166694 TMEM43 list -0.179070
m14170918 TMEM43 list 0.237199
m14170924 TMEM43 list -0.771927
m14170930 TMEM43 list 0.578699
m14170968 TMEM43 list 0.702451
m14170976 TMEM43 list -0.159242
m14171026 TMEM43 list -0.994404
p14170909 TMEM43 list 0.074451
p14170960 TMEM43 list 1.197531
p14170980 TMEM43 list 0.151541
m194353848 TMEM44 list 1.109486
m194353895 TMEM44 list -1.532913
m194353905 TMEM44 list -0.466996
p194353829 TMEM44 list -0.112673
p194353836 TMEM44 list 0.527190
p194353850 TMEM44 list 2.099214
p194353856 TMEM44 list -1.272158
p194353868 TMEM44 list -1.596182
p194353874 TMEM44 list 0.725892
p194353897 TMEM44 list -0.083623
m100275639 TMEM45A list 0.236834
p100274064 TMEM45A list -0.788326
p100274208 TMEM45A list 0.837443
p100274213 TMEM45A list 1.094746
p100274223 TMEM45A list -0.273717
p100275590 TMEM45A list 1.171869
p100275612 TMEM45A list 0.885860
p100275644 TMEM45A list -0.056780
p100275651 TMEM45A list -0.163136
p100275664 TMEM45A list 1.300648
m129722397 TMEM45B list 0.178317
m129722407 TMEM45B list 0.306336
m129722454 TMEM45B list 0.305783
m129722472 TMEM45B list 0.480609
m129722490 TMEM45B list 0.759074
p129722370 TMEM45B list 0.130810
p129722386 TMEM45B list 0.313188
p129722417 TMEM45B list -0.637720
p129722456 TMEM45B list 0.688069
p129722513 TMEM45B list 0.626943
m34657470 TMEM47 list -0.121112
m34657486 TMEM47 list 0.566733
m34675019 TMEM47 list -0.145971
m34675042 TMEM47 list -0.180025
m34675049 TMEM47 list 0.006901
m34675061 TMEM47 list -0.106342
m34675135 TMEM47 list -0.682435
p34657439 TMEM47 list -0.719871
p34657453 TMEM47 list 0.335162
p34675003 TMEM47 list -0.417992
m54298207 TMEM48 list 3.014668
m54301182 TMEM48 list 0.707129
