sgRNA_id gene_id list adjusted_ratio
m110882131 RBM15 list -0.006729
m110882143 RBM15 list -0.095966
m110882183 RBM15 list 0.912605
p110882017 RBM15 list -0.046675
p110882052 RBM15 list -0.786532
p110882062 RBM15 list -0.082758
p110882086 RBM15 list 1.399622
p110882111 RBM15 list 0.111396
p110882186 RBM15 list 0.280697
m6139036 RBM17 list -0.788040
m6139048 RBM17 list 0.380166
m6143268 RBM17 list -0.821938
m6143280 RBM17 list 0.250675
m6143297 RBM17 list -0.052948
m6143307 RBM17 list 1.396313
m6143329 RBM17 list 0.669206
p6139028 RBM17 list -0.731632
p6139129 RBM17 list 0.966953
p6143320 RBM17 list 1.564150
m114400095 RBM19 list 0.560007
m114400124 RBM19 list 0.559626
m114400181 RBM19 list 2.790310
m114400201 RBM19 list -0.038942
m114400212 RBM19 list -0.350402
m114403999 RBM19 list 0.149941
p114400126 RBM19 list -0.194514
p114400137 RBM19 list 1.360572
p114400162 RBM19 list 0.287443
p114404011 RBM19 list 0.464623
m112404211 RBM20 list -0.188521
m112404251 RBM20 list 1.767924
m112404260 RBM20 list 0.442686
m112404269 RBM20 list -0.790013
m112404282 RBM20 list 0.884859
m112404317 RBM20 list 0.380265
m112404325 RBM20 list 1.906031
p112404217 RBM20 list -0.554459
p112404223 RBM20 list 0.851240
p112404272 RBM20 list -0.502646
m150078184 RBM22 list 2.446963
m150080495 RBM22 list -2.502721
m150080501 RBM22 list 1.278240
m150080514 RBM22 list 2.329132
p150078163 RBM22 list -0.897037
p150078174 RBM22 list -0.679045
p150079997 RBM22 list -0.138731
p150080030 RBM22 list -1.413464
p150080505 RBM22 list -1.124477
p150080517 RBM22 list 0.261984
m23375563 RBM23 list -0.007308
m23378721 RBM23 list -0.832108
m23378792 RBM23 list -0.438448
m23380562 RBM23 list -0.441810
m23380571 RBM23 list 1.209468
p23378702 RBM23 list -0.232765
p23378723 RBM23 list 0.604381
p23378732 RBM23 list -0.406313
p23378745 RBM23 list -0.033702
p23380545 RBM23 list -0.673866
m17283042 RBM24 list 0.212645
m17283063 RBM24 list -0.047060
m17283072 RBM24 list -0.555706
m17283111 RBM24 list 1.462584
p17283030 RBM24 list 0.774824
p17283045 RBM24 list 0.330397
p17283055 RBM24 list 0.053489
p17283077 RBM24 list -0.724964
p17283085 RBM24 list -0.107973
p17283100 RBM24 list -0.150781
m73538361 RBM25 list -0.005423
m73538378 RBM25 list -0.073794
m73538383 RBM25 list 0.304491
m73538393 RBM25 list 0.340331
m73538420 RBM25 list 0.238966
m73538430 RBM25 list -0.348832
m73538442 RBM25 list 0.563246
p73538363 RBM25 list 0.508373
p73538385 RBM25 list -1.339173
p73538433 RBM25 list 0.551970
m145583353 RBM27 list -2.914353
m145583371 RBM27 list 0.545087
m145598563 RBM27 list -0.346396
m145598570 RBM27 list -1.605936
m145598576 RBM27 list -1.261924
p145583318 RBM27 list -1.334805
p145583324 RBM27 list -2.213513
p145583341 RBM27 list -2.467401
p145583357 RBM27 list -1.640729
p145598580 RBM27 list -0.515183
m127983767 RBM28 list -0.327819
m127983789 RBM28 list -1.004945
m127983807 RBM28 list 0.290352
m127983824 RBM28 list -1.050877
m127983842 RBM28 list -1.022791
p127983740 RBM28 list -0.151554
p127983780 RBM28 list -1.837626
p127983791 RBM28 list -0.108715
p127983811 RBM28 list -0.323382
p127983816 RBM28 list -0.687862
m235324326 RBM34 list -0.228066
m235324331 RBM34 list 1.430482
m235324336 RBM34 list 0.186394
m235324347 RBM34 list -1.485287
m235324491 RBM34 list -0.548978
m235324529 RBM34 list 2.050218
m235324534 RBM34 list -0.876940
p235324297 RBM34 list -2.171960
p235324352 RBM34 list 0.785234
p235324514 RBM34 list 1.218747
m55966637 RBM38 list -0.220399
m55966700 RBM38 list 0.611034
m55966731 RBM38 list -0.964625
m55966759 RBM38 list 0.006119
m55966768 RBM38 list -0.707077
m55966776 RBM38 list -0.705427
m55966782 RBM38 list -0.545113
p55966702 RBM38 list 0.633122
p55966733 RBM38 list 0.808796
p55966787 RBM38 list 0.033170
m34312988 RBM39 list -1.389929
m34312995 RBM39 list -1.450333
m34319918 RBM39 list 0.762482
m34319924 RBM39 list 0.311090
m34319972 RBM39 list 1.585690
m34326913 RBM39 list -1.053236
m34328747 RBM39 list 0.561809
p34317218 RBM39 list -0.050758
p34319857 RBM39 list 1.135417
p34319932 RBM39 list -0.459584
m48433575 RBM3 list 0.883055
m48433620 RBM3 list -1.043112
m48433642 RBM3 list 0.115384
m48433661 RBM3 list 0.422278
p48433562 RBM3 list 1.473636
p48433577 RBM3 list -0.607759
p48433612 RBM3 list -1.223113
p48433634 RBM3 list -0.677354
p48433648 RBM3 list -2.095374
p48433940 RBM3 list 0.427740
m36120078 RBM42 list -1.731085
m36120111 RBM42 list -0.336377
m36120118 RBM42 list 1.154804
p36120040 RBM42 list 0.724709
p36120084 RBM42 list 2.120762
p36120091 RBM42 list -1.001874
p36120097 RBM42 list -0.660192
p36120103 RBM42 list -0.955277
p36120138 RBM42 list 1.532622
p36120144 RBM42 list 0.998834
m178977274 RBM45 list 0.930543
m178977332 RBM45 list 0.728293
m178977342 RBM45 list -0.680099
m178977353 RBM45 list 0.716885
m178977362 RBM45 list -0.002382
m178977384 RBM45 list -0.456848
p178977264 RBM45 list -0.159771
p178977279 RBM45 list 1.063866
p178977368 RBM45 list 1.333496
p178977376 RBM45 list 0.393102
m40440795 RBM47 list -0.253090
m40440830 RBM47 list -0.503102
m40440840 RBM47 list -1.358452
m40440862 RBM47 list -0.922006
m40440870 RBM47 list 1.783262
m40440900 RBM47 list -1.315218
p40440799 RBM47 list 0.323773
p40440832 RBM47 list -0.762076
p40440844 RBM47 list 1.520304
p40440883 RBM47 list 0.777189
m92158171 RBM48 list -0.571440
m92158177 RBM48 list 0.272616
m92158203 RBM48 list 0.423712
m92158226 RBM48 list 0.592777
p92158118 RBM48 list 0.360265
p92158158 RBM48 list -1.536362
p92158192 RBM48 list -1.539556
p92158216 RBM48 list -1.728119
p92158785 RBM48 list -0.320710
p92158824 RBM48 list 0.848082
m66436530 RBM4B list -0.027743
m66436559 RBM4B list 0.208674
m66436566 RBM4B list -1.509926
m66436593 RBM4B list 0.589810
m66436664 RBM4B list -0.508983
m66436670 RBM4B list -0.718087
m66436679 RBM4B list -0.315358
m66436730 RBM4B list -0.155922
p66436692 RBM4B list 0.528581
p66436715 RBM4B list 0.493231
m66407411 RBM4 list -0.916623
m66407444 RBM4 list -0.416095
m66407574 RBM4 list 0.224915
m66410947 RBM4 list -2.010049
m66410970 RBM4 list 0.032015
m66410984 RBM4 list -1.228437
p66407436 RBM4 list -0.912179
p66410932 RBM4 list -0.591982
p66410949 RBM4 list 0.461413
p66410954 RBM4 list -0.518597
m50129513 RBM5 list -0.926232
m50129532 RBM5 list 0.426081
m50129549 RBM5 list -0.620995
m50129622 RBM5 list -0.145604
p50129476 RBM5 list -0.185831
p50129485 RBM5 list -1.735106
p50129501 RBM5 list -0.188139
p50129534 RBM5 list -1.385491
p50129540 RBM5 list -1.749011
p50129576 RBM5 list -0.034725
m50085711 RBM6 list 1.391764
m50091793 RBM6 list 0.615326
m50091801 RBM6 list -0.796689
m50091820 RBM6 list -0.198890
m50095172 RBM6 list -0.074622
p50085673 RBM6 list 1.162550
p50085691 RBM6 list 0.062436
p50091761 RBM6 list -0.676496
p50091806 RBM6 list 0.755309
p50095146 RBM6 list 1.630791
m145508014 RBM8A list 1.912087
m145508271 RBM8A list 0.544634
m145508277 RBM8A list 0.267227
m145508522 RBM8A list 0.872284
m145508586 RBM8A list -0.699165
m145509002 RBM8A list -0.420805
p145508053 RBM8A list -0.988216
p145508482 RBM8A list 0.212653
p145508570 RBM8A list -1.339098
p145508994 RBM8A list -2.749802
m161143558 RBMS1 list 2.146847
m161157163 RBMS1 list 1.112961
m161159870 RBMS1 list 0.633742
m161169668 RBMS1 list 0.808660
m161349862 RBMS1 list -0.221498
p161157154 RBMS1 list -0.165345
p161159926 RBMS1 list 0.186141
p161223883 RBMS1 list 1.188761
p161349795 RBMS1 list -0.219858
p161349821 RBMS1 list 0.414781
m56962802 RBMS2 list 1.181452
m56963681 RBMS2 list -1.190690
m56963748 RBMS2 list -1.355137
m56975036 RBMS2 list -1.411709
p56915851 RBMS2 list -1.337927
p56962770 RBMS2 list 1.003940
p56963737 RBMS2 list -1.243124
p56963752 RBMS2 list -0.036943
p56965471 RBMS2 list 1.160789
p56975270 RBMS2 list -0.084876
m89448615 RBMXL1 list -1.618507
m89448712 RBMXL1 list -0.140160
m89448955 RBMXL1 list 1.564272
m89449228 RBMXL1 list 1.318779
m89449426 RBMXL1 list 1.586253
p89448943 RBMXL1 list -1.495240
p89448988 RBMXL1 list -0.170152
p89449009 RBMXL1 list -0.418430
p89449120 RBMXL1 list -1.522936
p89449196 RBMXL1 list 0.928321
m135956352 RBMX list 0.587267
m135957312 RBMX list -0.061326
m135957318 RBMX list -0.399362
m135957418 RBMX list 1.278199
m135957631 RBMX list 0.485821
m135957731 RBMX list 1.609399
m135958663 RBMX list 1.618032
m135961479 RBMX list -0.052167
p135957671 RBMX list 0.413685
p135961172 RBMX list 1.227789
m43936787 RBPJL list 1.193946
m43936799 RBPJL list -0.386009
m43936805 RBPJL list 1.437344
m43936816 RBPJL list 0.009944
m43936822 RBPJL list -0.900973
m43936877 RBPJL list 0.772795
p43936842 RBPJL list -0.271165
p43936855 RBPJL list 1.530686
p43936863 RBPJL list -0.843018
p43936869 RBPJL list 0.292825
m26387993 RBPJ list -1.217307
m26387999 RBPJ list -0.034313
m26417108 RBPJ list -0.184979
p26387967 RBPJ list 0.655184
p26417151 RBPJ list -1.507934
p26417191 RBPJ list 0.563784
p26417196 RBPJ list 1.575191
p26417240 RBPJ list -0.713471
p26422232 RBPJ list 0.979476
p26422269 RBPJ list -1.933019
m30242657 RBPMS list -1.117264
m30332293 RBPMS list 0.467661
m30332299 RBPMS list 1.389215
m30332304 RBPMS list 0.821849
m30332320 RBPMS list -0.792971
p30242596 RBPMS list -0.229581
p30242613 RBPMS list -0.593187
p30242643 RBPMS list 0.014207
p30242649 RBPMS list -0.336986
p30335331 RBPMS list 1.079795
m41347431 RBX1 list 0.650268
m41347442 RBX1 list 0.642216
m41349574 RBX1 list 0.019321
m41349583 RBX1 list -1.940074
m41349610 RBX1 list 0.373732
m41349623 RBX1 list -0.939807
p41347401 RBX1 list -0.438090
p41349556 RBX1 list -0.247018
p41349562 RBX1 list 0.106298
p41360051 RBX1 list 0.572735
m35890506 RCAN1 list 1.908950
m35893804 RCAN1 list 2.045252
m35893873 RCAN1 list -0.725327
m35893931 RCAN1 list -0.848576
p35893822 RCAN1 list -1.255261
p35893855 RCAN1 list 0.010802
p35893863 RCAN1 list -0.054421
p35893894 RCAN1 list 0.785680
p35893900 RCAN1 list 1.070021
p35893910 RCAN1 list 0.373494
m28858343 RCC1 list 0.611360
m28858366 RCC1 list -1.572151
p28858302 RCC1 list -1.295091
p28858322 RCC1 list 0.450693
p28858327 RCC1 list -0.998772
p28858345 RCC1 list -0.899243
p28858354 RCC1 list -1.800969
p28858389 RCC1 list -0.377646
p28858399 RCC1 list -2.487306
p28858405 RCC1 list -0.170261
m17764774 RCC2 list -0.366973
m17764781 RCC2 list -0.595219
m17764867 RCC2 list -0.379393
m17764899 RCC2 list -0.740612
m17764916 RCC2 list -0.535696
m17764963 RCC2 list 0.909633
m17765004 RCC2 list 0.004762
p17764920 RCC2 list -0.001816
p17764925 RCC2 list -0.220977
p17764948 RCC2 list 0.285879
m76439408 RCHY1 list -0.692743
m76439422 RCHY1 list 1.412113
m76439444 RCHY1 list 1.088214
m76439452 RCHY1 list -0.612867
m76439473 RCHY1 list 1.444483
m76439480 RCHY1 list -0.800067
m76439486 RCHY1 list -0.230390
p76434454 RCHY1 list -0.218994
p76434480 RCHY1 list 0.855512
p76439459 RCHY1 list 0.069461
m4793113 RCL1 list -0.736452
m4793144 RCL1 list 0.955004
m4793156 RCL1 list 0.741160
m4793189 RCL1 list -0.697702
m4793203 RCL1 list -0.039605
p4793081 RCL1 list 0.459556
p4793103 RCL1 list 0.299029
p4793129 RCL1 list 0.849746
p4793148 RCL1 list -1.190452
p4793195 RCL1 list -0.108380
m103059250 RCOR1 list -1.482874
m103059335 RCOR1 list 0.992909
m103059371 RCOR1 list -0.316139
m103059457 RCOR1 list 0.613534
p103059216 RCOR1 list 0.240047
p103059222 RCOR1 list 0.220832
p103059264 RCOR1 list 0.537656
p103059439 RCOR1 list 1.794696
p103059461 RCOR1 list 1.641126
p103059469 RCOR1 list 1.586664
m63683803 RCOR2 list -0.868620
m63683873 RCOR2 list 1.430919
m63683892 RCOR2 list -1.061619
m63683899 RCOR2 list -0.783564
p63683819 RCOR2 list -1.327347
p63683847 RCOR2 list 0.226615
p63683858 RCOR2 list 0.252706
p63683864 RCOR2 list 0.669682
p63683884 RCOR2 list -0.648605
p63683901 RCOR2 list -0.472813
m211433473 RCOR3 list 1.261916
m211433480 RCOR3 list -0.288497
m211433492 RCOR3 list 0.929308
m211444572 RCOR3 list 0.894854
m211444626 RCOR3 list 0.663255
p211433464 RCOR3 list -0.468279
p211433484 RCOR3 list 1.048423
p211444581 RCOR3 list 0.688215
p211444597 RCOR3 list 0.905633
p211447555 RCOR3 list 0.807770
m74207612 RDH10 list -1.064609
p74207514 RDH10 list -0.809643
p74207529 RDH10 list 1.043131
p74207549 RDH10 list -0.649705
p74207562 RDH10 list -1.317853
p74207568 RDH10 list -0.144816
p74207592 RDH10 list -0.019854
p74207604 RDH10 list -0.905238
p74207629 RDH10 list 0.763845
p74207635 RDH10 list -0.871809
m34252568 RDM1 list 0.939054
m34257078 RDM1 list 1.015199
m34257179 RDM1 list -1.172818
p34252560 RDM1 list 1.245304
p34252571 RDM1 list 0.695272
p34252577 RDM1 list -0.504994
p34252605 RDM1 list -0.074030
p34257158 RDM1 list -0.273965
p34257163 RDM1 list -1.038438
p34257204 RDM1 list -0.747909
m24641776 REC8 list 2.460830
m24641793 REC8 list 0.573743
m24641798 REC8 list -1.043692
m24641945 REC8 list 0.055528
m24642106 REC8 list -0.101241
p24641916 REC8 list -1.222027
p24641923 REC8 list 0.101524
p24641947 REC8 list 1.354504
p24641957 REC8 list 0.623452
p24642110 REC8 list -2.056650
m145743006 RECQL4 list 0.923687
m145743012 RECQL4 list -0.433121
m145743102 RECQL4 list -0.176848
m145743111 RECQL4 list 0.617921
m145743128 RECQL4 list -0.620430
m145743134 RECQL4 list -2.707914
m145743141 RECQL4 list 0.914436
m145743146 RECQL4 list -0.574196
m145743155 RECQL4 list 0.853500
p145743070 RECQL4 list -0.628514
m73661180 RECQL5 list -0.584176
m73661220 RECQL5 list -1.596216
m73662522 RECQL5 list 1.708352
m73662565 RECQL5 list 0.360852
m73662589 RECQL5 list 1.430685
p73661154 RECQL5 list -1.082454
p73661167 RECQL5 list 1.797023
p73661183 RECQL5 list -0.987636
p73662567 RECQL5 list 0.914550
p73662581 RECQL5 list 0.261591
m21644465 RECQL list -0.694911
m21644501 RECQL list -0.023083
m21644576 RECQL list -0.383602
m21644581 RECQL list 1.698350
m21644635 RECQL list -0.725680
m21644641 RECQL list 1.121218
p21643284 RECQL list 0.065926
p21644447 RECQL list 0.065143
p21644600 RECQL list 2.116809
p21652474 RECQL list 1.043653
m65429446 RELA list 0.003205
m65429453 RELA list -0.562687
m65429477 RELA list -0.327558
m65429505 RELA list -0.588669
m65429543 RELA list 0.380785
p65429392 RELA list 1.860024
p65429432 RELA list -0.008232
p65429515 RELA list -0.653737
p65429643 RELA list -1.688037
p65430282 RELA list -0.961847
m45504855 RELB list -1.016747
m45504876 RELB list -0.967559
m45504884 RELB list -0.967037
m45504889 RELB list 0.043886
m45504894 RELB list 0.069272
m45506214 RELB list -0.681712
p45504823 RELB list -0.208113
p45504828 RELB list -1.188397
p45504840 RELB list -0.504274
p45504896 RELB list 0.490943
m61108976 REL list 1.851568
m61118830 REL list 1.697522
m61118950 REL list 1.861737
p61108963 REL list 0.377647
p61118835 REL list -0.493291
p61118841 REL list -1.189173
p61118882 REL list 1.137905
p61118895 REL list 0.107919
p61118938 REL list -0.683592
p61121525 REL list 0.543881
m150068330 REPIN1 list -1.041899
m150068358 REPIN1 list 1.009992
m150068382 REPIN1 list 0.804484
m150068389 REPIN1 list 0.404204
m150068488 REPIN1 list -1.017561
m150068499 REPIN1 list -1.546882
p150068424 REPIN1 list -0.243126
p150068432 REPIN1 list 0.168018
p150068443 REPIN1 list -0.058416
p150068453 REPIN1 list 0.534269
m8422857 RERE list -1.882904
m8422883 RERE list -0.438308
m8424123 RERE list -0.552495
m8424130 RERE list 0.098479
m8424139 RERE list -0.388344
m8424154 RERE list -0.150676
m8424163 RERE list 0.902419
m8424171 RERE list -0.524120
m8424177 RERE list -0.010857
p8422844 RERE list -1.000211
m15262436 RERG list 0.491380
m15264279 RERG list 0.482359
m15264284 RERG list -0.852529
m15264303 RERG list -0.726414
m15370364 RERG list 0.407061
m15370373 RERG list -0.172074
m15370379 RERG list -0.132837
m15370387 RERG list 0.432210
p15264312 RERG list -0.158210
p15264318 RERG list 0.684116
m57776881 REST list -0.085422
m57776916 REST list -0.269296
m57776931 REST list -0.018198
p57776794 REST list -0.805152
p57776800 REST list -1.383928
p57776822 REST list -0.042614
p57776840 REST list 1.141093
p57776849 REST list 0.888928
p57776854 REST list 0.068724
p57776905 REST list -0.428116
m7734273 RETN list -0.186552
m7734282 RETN list 1.304893
m7734310 RETN list 0.968503
m7734705 RETN list 1.348981
p7734226 RETN list -1.302399
p7734262 RETN list 0.343783
p7734289 RETN list 0.818309
p7734299 RETN list 0.486590
p7734708 RETN list 0.935952
p7734713 RETN list -0.025935
m85581460 RETSAT list -0.155167
m85581480 RETSAT list -1.061047
m85581516 RETSAT list -0.701970
m85581553 RETSAT list 0.432179
m85581617 RETSAT list 0.853491
p85578949 RETSAT list 0.221057
p85581521 RETSAT list -0.369417
p85581560 RETSAT list 0.385253
p85581584 RETSAT list -0.626684
p85581598 RETSAT list 0.093782
m43572766 RET list -0.122031
m43595919 RET list -0.772009
p43572693 RET list -0.154279
p43572703 RET list -1.610532
p43572711 RET list -1.563713
p43572757 RET list -0.640224
p43595892 RET list 0.705878
p43595909 RET list -0.327791
p43595921 RET list -0.950854
p43595937 RET list -0.601900
m100079012 REV1 list -0.497990
m100079017 REV1 list -0.551537
m100079053 REV1 list 0.622086
m100079065 REV1 list -0.387473
m100079074 REV1 list -0.593756
m100081385 REV1 list 0.153875
m100081419 REV1 list 0.884439
m100081426 REV1 list -0.591433
p100079038 REV1 list -0.334222
p100079045 REV1 list 0.121981
m111737579 REV3L list -0.634514
m111737611 REV3L list -1.227235
m111737617 REV3L list -1.934337
m111737650 REV3L list 1.985768
m111804038 REV3L list -0.185269
m111804054 REV3L list 1.111618
p111737602 REV3L list 0.044189
p111803937 REV3L list -0.409452
p111803963 REV3L list -0.534751
p111803978 REV3L list 0.693796
m1848255 REXO1 list -1.228523
m1848264 REXO1 list 0.623369
m1848332 REXO1 list -0.339931
p1828565 REXO1 list 0.867439
p1828592 REXO1 list 0.861575
p1848186 REXO1 list -0.383770
p1848210 REXO1 list 2.230120
p1848267 REXO1 list 0.944847
p1848324 REXO1 list 0.662082
p1848336 REXO1 list 0.164443
m114310330 REXO2 list 0.633722
p114310235 REXO2 list 0.446806
p114310246 REXO2 list 0.208911
p114310254 REXO2 list 1.305181
p114310263 REXO2 list -0.393620
p114310287 REXO2 list -1.652859
p114310292 REXO2 list 0.324029
p114310316 REXO2 list 0.672095
p114310334 REXO2 list 1.395850
p114310357 REXO2 list -0.302621
m136279936 REXO4 list 0.116259
m136279944 REXO4 list 0.102006
m136279994 REXO4 list 0.509901
m136282741 REXO4 list -0.260311
m136282812 REXO4 list -1.685455
p136279894 REXO4 list 0.466263
p136279901 REXO4 list 1.032248
p136280005 REXO4 list -1.763923
p136280072 REXO4 list 1.172414
p136282784 REXO4 list 0.262091
m39329346 RFC1 list -0.507421
m39343966 RFC1 list -0.820472
m39344063 RFC1 list 0.089775
m39344075 RFC1 list 0.845601
m39347022 RFC1 list 0.079047
m39347077 RFC1 list -0.059991
m39353064 RFC1 list 0.635099
m39353079 RFC1 list 1.504642
p39344005 RFC1 list 0.052280
p39347062 RFC1 list 1.232230
m73666760 RFC2 list -0.008422
m73666767 RFC2 list -1.384873
m73666788 RFC2 list -0.935183
m73668673 RFC2 list -1.353298
m73668679 RFC2 list -0.166182
m73668684 RFC2 list 0.130151
m73668690 RFC2 list 0.040782
m73668703 RFC2 list -0.507374
p73668595 RFC2 list 0.378216
p73668608 RFC2 list -0.344857
m34392316 RFC3 list 0.481745
m34392345 RFC3 list -0.252730
m34392352 RFC3 list -1.226750
p34392304 RFC3 list -0.678448
p34392319 RFC3 list -1.613490
p34392332 RFC3 list -1.237067
p34392337 RFC3 list 0.225889
p34392359 RFC3 list -1.386859
p34392373 RFC3 list -1.088136
p34392380 RFC3 list -0.774176
m186518943 RFC4 list -0.465864
m186518952 RFC4 list 1.233891
m186522384 RFC4 list -1.692937
m186522425 RFC4 list -1.245541
p186518931 RFC4 list 0.430520
p186522376 RFC4 list 0.340871
p186522409 RFC4 list 0.311043
p186522430 RFC4 list -0.197312
p186522437 RFC4 list -1.965797
p186522481 RFC4 list -0.217773
m118457562 RFC5 list -1.180238
m118458730 RFC5 list -0.067971
m118458755 RFC5 list -1.853020
m118458760 RFC5 list -1.679209
m118460131 RFC5 list -1.130832
m118460155 RFC5 list -0.873843
p118457548 RFC5 list -0.795964
p118458710 RFC5 list 0.989981
p118460117 RFC5 list -1.607347
p118460142 RFC5 list -1.735105
m176176047 RFWD2 list 0.415512
m176176088 RFWD2 list 2.727027
m176176093 RFWD2 list 0.797314
m176176098 RFWD2 list 1.288136
p176175980 RFWD2 list -0.272882
p176175989 RFWD2 list -1.131311
p176176012 RFWD2 list 0.870326
p176176027 RFWD2 list 1.371397
p176176039 RFWD2 list 1.132911
p176176072 RFWD2 list -0.097850
m74695207 RFWD3 list -1.231988
m74695257 RFWD3 list 1.925476
